Id,tweet,sentiment
4660,I am enjoying this weather so much!,3
4661,"Southlake, Tx mostly sunny today. Hi 75F. Just sharing!",2
4662,RT @mention: Nice weather we're having. #craveit,3
4663,BBQ time with the fam. Wishing the weather was better but looking forward to chowing down and throwing a few back with @mention,1
4664,Only storm we have left in Region 8 at the moment is in Izard and Sharp counties. #ARWX,2
4665,#WEATHER:  6:51 pm : 74.0F. Feels F. 29.88% Humidity. 0.0MPH North Wind.,2
4666,"@mention highlands in Prescott, great weather",3
4667,"Monday Forecast: Sunny, Dry, Warm {link}  From @mention",2
4668,"Extremely depressing weather, let's just hope villa make my day",1
4669,"Severe Thunderstorm Warning continues for  Craighead, Poinsett [AR] till 1:45 PM CDT #ARWX",2
4670,"solid semester. time to resume raging, only replacing school work with warehouse work and garbage weather with gorgeous weather. #SummerSkin",3
4671,#WEATHER:  7:53 pm : 72.0F. Feels F. 29.81% Humidity. 3.5MPH Variable Wind.,2
4672,I'm taking advantage of the good weather tomorrow and making an attempt to look cute.,3
4673,BULLETIN - EAS ACTIVATION REQUESTED SEVERE THUNDERSTORM WARNING NATIONAL WEATHER SERVICE HUNTSVILLE AL 640 PM CDT FRI MAY 13 2011  THE NATI,2
4674,"Afternoon thunderstorms today, high 69 (21 C).",2
4675,Note to self: its WAY too hot now to go running outside at 10am in #phoenix.,1
4676,A beautiful Friday .... Come and try the Sunshine Roll. (@ Sayuri Sushi Bar w/ @mention) [pic]: {link},3
4677,"Thornton, CO Forecast for Friday: Chance Rain Shwrs 60F/43F, Saturday: Slight Chance Thunderstorms 68F/45F #weather #fb {link}",2
4678,It's supposed to storm all weekend.,2
4679,Berwick... stunning & sunny!!,3
4680,"@mention thank u! I may try to get in on a training this month! The weather hasn't been cooperative for training, but I'm sticking to it!",1
4681,"Come out today for our beer bust today.  $1 drafts, $5 pitchers and hamburgers and hot dogs around 5. Come beat the heat and cool down",2
4682,Thank you cold weather! No work today or tomorrow,3
4683,@mention well me likey :) lol hows the weather treating u in the T.Dot,2
4684,RT @mention: Our storm chaser Kory Hartman is watching storms moving into the S Falls metro area.We'll let you know if anything develops.,2
4685,Houston. Home of the Bipolar weather.,1
4686,its hot af out here,1
4687,Its too damn hot out here!.,1
4688,Lovin' the weather!,3
4689,"Concert went awesome this morning, had a great time, enjoying this gorgeous weather today! Getting ready to set up... {link}",3
4690,#WEATHER:  6:55 pm : 73.0F. Feels F. 29.84% Humidity. 17.3MPH South Wind.,2
4691,RT @mention: Enjoying another storm filled night in Oklahoma. Everyone be safe,3
4692,"Severe Thunderstorm Warning until 05:45 PM MDT issued for Kit Carson-CO County with 60mph gusts & 1.00"" hail possible {link}",2
4693,"Not down for work with this weather, all I wanna do is sleep :(t",1
4694,Here too ! @mention: Itsss sooo hot in sg.. Its like heatwave here,1
4695,COTTON COUNTY --- severe thunderstorm warning until 730pm.,2
4696,"Current Conditions: Fair, 78 FForecast: Sat - Sunny. High: 84 Low: 64 Sun - Sunny. High: 90 Low: 67Full Forecast at Yahoo! Weather (p...",2
4697,Deff. Short dress type of weather. ;D,3
4698,RT @mention: Oh my gosh...the weather for this week is kill a nigga weather,1
4699,"Severe Thunderstorm Warning for Chippewa, Pope, and Swift County in MN until 6:15pm CDT. #mnwx",2
4700,Weather Alert: Flood Warning issued May 12 at 12:05AM MDT expiring May 14 at 3:45AM MDT by NWS Glasgow {link}... {link},2
4701,grateful for a beautiful sunny day to welcome me back to work,3
4702,"The weather in Austin, TX today was so perfect that I actually ate my lunch & supper (dinner for you northern Yankees) outside! Gorgeous day",3
4703,RT @mention: Beautiful festival weather here in Spring! Come out to the Texas Crawfish Festival and see us with all of our... {link} ...,3
4704,Severe Thunderstorm Warning for Crawford and Sebastian County in AR until 10:00pm CDT. #arwx,2
4705,#WEATHER: 1:53 pm C: 62.0F. Feels 62F. 29.95% Humidity. 5.8MPH South Wind.,2
4706,@mention chilling at the pad getting it in.. To hot out there in these streets,1
4707,"Ugh.... rain one min, sun the next min.. make-up ur mind weather..",1
4708,#WEATHER: 4:53 am P: 46.0F. Feels F. 29.88% Humidity. 0.0MPH North Wind.,2
4709,"RT @mention: You know...my spirits and energy level is up 1,00,000 % with this sun today. Oh how I love theee Sunshine!!!!",3
4710,"RT @mention: lunch a go-go RT @mention: Five trucks on Gallivan it's party, Sunshine, tables, chairs and CHOW!!",2
4711,2 blanket and a duvet and still freezing. this aint good!,1
4712,Shit I bet yu is!!! Well houston here yu come! Have a safe trip! RT @mention: @mention Hell yea! I'm so tired of cold weather!,1
4713,"S. Lake Tahoe 4Cast: High: 60, Low: 37. Light afternoon winds, shifting to the west 10-15mph tonight. Partly sunny skies.",2
4714,"At work wish I could get and enjoy this good weather. You know how we do in Detroit i""ll probably snow tomorrow lol.....",3
4715,Eww this humidity SUCKS!,1
4716,@mention this the weather I can live with year round lol,3
4717,New Blog Post - I hate cold rain {link} #rain #seattle #crazy,1
4718,#WEATHER:  1:56 am : 62.0F. Feels F. 29.87% Humidity. 0.0MPH North Wind.,2
4719,I love a good storm. . .hmm hmm hmm,3
4720,Just got back from jogging in love Bama no matter what but its hot as satan toenails outside :) lol.....,1
4721,Severe Thunderstorm Watch for portions of the WAVE 3 viewing area in KY until 11:00pmCDT/12:00amEDT. {link},2
4722,The weather is perfect today.,3
4723,can't decide if its raining or just really windy,2
4724,"Due to inclement weather, Fan Fest has been canceled. However, softball/baseball are still on! Come out & support your Tigers! #Big12",2
4725,Come out and ride today. Weather will be perfect!,3
4726,"Dang, my landlord hasn't fixed the internet & now the storm is messing w/ the direct tv. What's a girl to do?!",1
4727,"not having a good morning at all, the weather and the radio arent helping.",1
4728,"RT @mention: Seriously, what's up with this bad weather. Its almost summer, geezus!",1
4729,Wentworth by the Sea for NESHCO conference. Gorgeous venue. Nasty weather. And hundreds of really smart healthcare marketers.,1
4730,@mention i miss rain!! boo sunny california!,1
4731,"#India #Delhi #Delhi CantonmentDelhi enjoys pleasant weather, more rain likely - Sify",3
4732,"Outside: 43.6 F, Humidity: 78%, Wind: (345) 4 mph, Press: 29.90"", Rain: 0.00",2
4733,this #rain is crazyyy,1
4734,Seattle weather is depressing,1
4735,@mention I like sunny days more.,3
4736,"@mention @mention  Snow! wow, it is pretty chilly here in CT too!",2
4737,RT @mention yea the weather is wack,1
4738,Me and the duug enjoying the nice weather. {link},3
4739,@mention @mention same here...was just too cold. I want the warmer weather back!!,1
4740,im qlad its qunna warm right back up Friday. i would've been mad if my summer break started out chilly,3
4741,Storm north of Lincoln #LNK has now split into two individual storms. Witnessed that from the balcony. Interesting to see what happens..,2
4742,Hearing rumbles of thunder outside. Thunderstorms popping up on radar.,2
4743,"This cold, rainy, dismal layover is made up of all kinds of #whyAustin ;)",1
4744,"Chilly morning in Joliet,IL - completing more interviews today.",2
4745,"If not, then at least I enjoyed a bad ass bottle of wine, good food, and beautiful weather.",3
4746,"Mostly sunny today, high 89 (32 C).",2
4747,@mention Speaking of which-how is your day? It's been rainy and now sunny,2
4748,"weather.com update:  Current Weather Conditions In Las Vegas, NV (89119) {link}",2
4749,"@mention I just checked the weather. Looks by how slow the rain is moving, I'd say another 20-30 minutes at least",2
4750,So thankful for these beautiful days we've had lately! This weather has really brightened my mood! :-),3
4751,Fire Weather Watch issued May 15 at 1:58PM CDT expiring May 17 at 9:00PM CDT by NWS Midland-Odessa {link}... {link},2
4752,Ahhhhh Sunshine! (@ Seabrook Island Club) {link},3
4753,RT @mention: This weather is perfect! Bring on the shirtless runners #sohot,3
4754,"Maui Weather/Surf LiveCams -Monday, May 9th -Moloka'i & Pailolo Channel {link} {link}",2
4755,As if Monday's weren't bad enuf!! But having to deal with the weather here SUCKS!!!! #worksucks,1
4756,fuck this weather,1
4757,Who had the brilliant idea to make it 45 degrees in the middle of May? That's fucking dumb. #apocalypse,1
4758,@mention Didn't come back empty handed.  Watch the story at 10 PM Sunday and Monday.  Good storm video!,2
4759,"56 degrees up until noon, awesome day for #running Today is 7 miles around @mention and then heading to Native Festival here or TJ Maxx ????",3
4760,@mention welcome to DE enjoy the dry weather...for now :(,3
4761,@mention lol all day u been tweetin.bout this.sun.lol..f the sun.its too fuckin.hot out lol,1
4762,#WEATHER:  8:53 pm : 73.0F. Feels F. 29.82% Humidity. 0.0MPH North Wind.,2
4763,"Anthem, AZ @mention:00 AM, Temp:61.5&#xB0;F, Wind:0.5 mph NNW, Baro:29.48 inches, Hum: 33, Rain:0.00 in., Hi:69.3&#xB0;F, Lo:57.7&#xB0;F@mention:50 AM",2
4764,It is BEE-YOU-TI-FUL outside!  Love this weather... and writing with the windows open.,3
4765,#WEATHER:  10:56 am: 72.0F. Feels F. 29.63% Humidity. 0.0MPH North Wind.,2
4766,I'm just ready for it to snow again! I can't take this heat!!,1
4767,Severe Weather Statement issued May 15 at 6:05PM EDT expiring May 15 at 6:45PM EDT by NWS Philadelphia - Mount H... {link},2
4768,Stupid weather ruined #pointfest :(,1
4769,"KU graduation! Sunny Day.Proud parents! too much food. Seeing Thor and Something Borrowed completed the day,at least for old folks!party on!",3
4770,...COOLER TEMPERATURES AND UNSETTLED WEATHER WILL MOVE BACK INTO EASTERN UTAH AND WESTERN COLORADO BY MID WEEK... A LAR {link},2
4771,"Forecast for Rest Of Today:  							 								Partly cloudy early in the morning then becoming sunny. Highs in th... {link}",2
4772,Good Morning out there!!! Another beautiful day here!!! Gonna be a hot MFr though,3
4773,Another storm is passing through. It's raining HARD!,2
4774,Spending this rainy afternoon writing.  It feels so beautiful.,3
4775,Oh my god its so fckning hot outside,1
4776,62.4F (Feels: 62.4F) - Humidity: 87% - Wind: 1.6mph W - Gust: 2.2mph - Pressure: 1006.9mb (+0.1)  #weather {link},2
4777,"@mention haha, is it humid? As a Floridian, it isn't the heat that gets me, it's the humidity...blech",1
4778,Ran 2 miles in 20 mins and felt good. Gorgeous weather for a run. I'm so grateful for some sun. {link},3
4779,#WEATHER:  6:55 am : 72.0F. Feels F. 29.97% Humidity. 8.1MPH South Wind.,2
4780,"""@mention: Today is definitely a day for sneaking out and sitting in the sunshine..."" Southend in the sunshine :)",3
4781,Really wish this weather would stop being a whore so i could vibe and hoop with the homies,1
4782,Its cold outside an I got on a skirt... SHEESH,1
4783,rainy days sh!t,1
4784,Thats dedication RT @mention: Fudge. It's 50 degrees outside and I'm in a skirt. Why dis I have to participate in national no pants day?,1
4785,What a long start for the day that was lol .. Started off hot now its cold smh this weather is bipolar !!,1
4786,"No widespread flash flooding w/ next weather system. Very heavy rain in spots could cause brief flooding, but no major issues. #memflood",2
4787,"Ran 3.1 miles in 29 mins and felt good. 8 min run/2 min walk - I know I liked yesterdays weather, but today's... {link}",3
4788,Atleast it isn't 90 degrees out!,3
4789,"Just got to my moms, woahh it's hot out :O",1
4790,RT @mention: I love thunderstorms.,3
4791,"Gardner WX 05/11/11 11:00 PM | 62F, 83&#x25; Humidity, Feels Like 62F | Alerts: Alert | {link}",2
4792,SPC Severe Thunderstorm Watch 296: WW 296 SEVERE TSTM AR MO OK 130305Z - 131000Z       URGENT - IMMEDIATE B... {link},2
4793,"@mention weather was great today! Still waiting to see what Google has in store for us, but all is good. How bout LA?",3
4794,"Severe weather hits western counties: share: digg facebook twitter Thunderstorm warnings, including a tornado wa... {link}",2
4795,Severe Thunderstorm Warning {link},2
4796,Watching the news and weather report says its gonna be windy for the next 7 days.WTH why can't we just have some nice weather.,1
4797,#WEATHER: 12:53 pm : 84.0F. Feels F. 29.90% Humidity. 11.5MPH South Wind.,2
4798,"RT @mention: Devastating tornado hits Joplin; doctors, nurses, firemen needed; many missing, many presumed to be killed. Weather Cha ...",2
4799,"Thunderstorm in Vicinity and 76 F at Blytheville Municipal Airport, AR Winds are from the Northwest at 13.8 gusting to  {link}",2
4800,"Playing tennis...stop because its raining, then starts to hail stone and were standing outside.... COLD!",1
4801,#WEATHER:  6:53 pm : 33.0F. Feels 25F. 29.91% Humidity. 10.4MPH North Wind.,2
4802,@mention Have a good one Kristen.  Enjoy the nice weather. :),3
4803,this damn la weather,1
4804,Severe Thunderstorm Warning for Le Flore and Sequoyah County in OK until 8:15pm CDT. #okwx,2
4805,Could the weather be any more perfect for a run? First one in three weeks. Send positive vibes to my foot please!,3
4806,The storm is comin,2
4807,hmmmm... not looking great for the race tomorrow.  that's DE weather for ya #NASCAR,1
4808,Playing Super Why and waiting for the storm. {link},2
4809,Words cannot explain how good it feels to come outside into this weather,3
4810,I look too pale today. hate this weather.,1
4811,"Photo: Been psyched on alot of things lately - nice people, nice weather and nice surprises in the mail.... {link}",3
4812,ths weather is driving me crazy in terms of cooking. I srt thinking of grilling & then it gets cold & damp & I wnt 2 make a pot roast,1
4813,its cold out,2
4814,Huge mother trickin storm cloud right above my house. Hmm maybe the world is gona end ? #sike,1
4815,Thunderstorm watch for Douglas County extended until 1 a.m. #6newslawrence #ksstorms,2
4816,Gotta love the rain drops when it's sunny out. #fudge,3
4817,"might as well just live in my basement, damn cincinnati weather",1
4818,"So damn hot out there, just pack a g-string. Thats all u need to wear out there lol RT @mention: Its in the 90 n the A smh idk what to pack",1
4819,The past few days were soo legit! But this fuckin weather is just killin shit #FuckinElkGrove,1
4820,Ooh it's raining hard. Me thinks there may be a thunderstorm on the way :),3
4821,"Periods of showers and thunderstorms Saturday thru Sunday across Arkansas. Some severe weather, and heavy rainfall possible at times. #ARwx",2
4822,It's Hot && About to Rain !!!!! This is NOT hair weather...! #Staying in the House!,1
4823,"Spring 2011 continues - Mostly cloudy today, slight chance of a shower, cool, near 60. TUE-Mostly sunny, mid 60s. WED-Rain late, low 60s.",2
4824,"@mention Thanks.  Yeah, the weather has been really crazy!",1
4825,@mention I blame humidity.  she is a conniving bitch.,1
4826,Wow! Weather is looking very nasty... 1 hr to go till I go home.,1
4827,Someone really pissed off mother nature this weather is just out of control.,1
4828,Wachin americas greatest past time in this great summer weather. Startin it out right #baseball,3
4829,This weather bi-polar as shit I jus heard thunder O_o,1
4830,whats up twitter not really into this but its ight i guess enjoyin this weather tho its about time its gettin warm,3
4831,RT @mention: TORNADO WARNING: DFW Dallas Ft. Worth Denton Plano Grand Prairie Garland Denton Those aren't just thunderstorm sirens.,2
4832,"RT @mention: Its so beautiful outside, I love this weather :)",3
4833,Fuck this weather!!,1
4834,This is great nap weather!,3
4835,So happy to be at @mention! Gorgeous weather just in time. Bring it!,3
4836,People it is 70 degrees and sunny on Oaks day. Why are so many of you at my store?I can assure you if I was off today I wouldn't be shopping,3
4837,"Gardner WX 05/08/11 07:30 AM | 64F, 78&#x25; Humidity, Feels Like 64F | Alerts: NO CURRENT ADVISORIES | {link}",2
4838,#WEATHER:  9:51 am : 87.0F. Feels F. 29.92% Humidity. 5.8MPH Southeast Wind.,2
4839,OMG this weather is amazing!,3
4840,"Hey nice weather, feel free to stick around this time.",3
4841,"RT @mention: It's a tri-fecta: Happy #mothersday, Happy #sunshine, Happy #SSPS! Wishing y'all a GREAT day! {link}",3
4842,Ack...weather getting bad here,1
4843,#WEATHER: 11:51 pm : 64.0F. Feels F. 29.96% Humidity. 0.0MPH North Wind.,2
4844,@mention aww that sounds sweet have fun in this gorgeous weather!,3
4845,#WEATHER:  8:56 am : 73.0F. Feels F. 29.91% Humidity. 0.0MPH North Wind.,2
4846,@mention doing aight man enjoying this sunny weather out here in AZ.  If u ever come out this way I got u,3
4847,"I wanna move to some tropical countries, i'm sick of this Moscow weather :(",1
4848,Rain and thunder storm in Santa Fe. Love it.,3
4849,"There's hope for this city after all! I love you, sunshine! Thanks for making a cameo here in Chicago.",3
4850,Halfway thru May and MN finally gets a week of nice weather...,3
4851,SPSGSP from 5/11/2011 10:08 PM to 11:00 PM EDT for Union County: A STRONG THUNDERSTORM WILL AFF... Read more at {link},2
4852,I left work it was 75 and sunny... get to the game and a .071 hitter homers on the 9th... in 45 and foggy... fuck our bullpen,1
4853,What's up with the shitty weather in the middle of may?,1
4854,I love the weather today. #rainyday,3
4855,"Severe t-storm producing golfball-size hail in Garvin County, OK. #okwx  {link}",2
4856,@mention Jealous. So very jealous. Our local crop decimated by weather. &lt;chin quivers; sobs quietly&gt;,1
4857,#WEATHER:  6:53 am : 55.0F. Feels 52F. 29.93% Humidity. 9.2MPH South Wind.,2
4858,@mention How hot was it? It was chilly here.,2
4859,I'm glad its sunny today,3
4860,Omg a thunder storm in my town is coming good cuz in Texas where I live it's dry:L @mention  what's up dude?!:) how's it going?,3
4861,Gahhhh I'm freezing out heree :$,1
4862,this storm bullshit is STILL interrupting me gettin my #snl on,1
4863,"@mention I would trade you weather, but if I have another 30 days of rain straight summer I'm gonna smack mother nature in her smug face.",1
4864,"this storm is a bitch.,...im hungry and need some chaw",1
4865,"Back in VT after a long weekend in FL. It's a beautiful day in the northeast, but feels cold since it's not 80 (plus) degrees!",3
4866,ugh. it's gonna storm,1
4867,"Dear New Hampshire, 48 degrees at 2 p.m. on May 23 is not the way to establish a stable, warm and loving relationship.",1
4868,Its to hot for us to be standing outside. Or standing near the sun.,1
4869,Ready for the 90 degree weather we will be in tomorrow :),3
4870,So Chicago weather finally IS nice this means all the hotties wearing skirts! @mention @mention @mention @mention,3
4871,"Outside: 55.1 F, Humidity: 34%, Wind: (58) 13 mph, Press: 30.14"", Rain: 0.00",2
4872,"San Antonio, Texas Weather :: 78F OVERCAST from San Antonio, Texas Weather {link}",2
4873,@mention It's supposed to be dry for most of tomorrow. Though I tend to take weather forecasts with a pinch of salt to be honest!,2
4874,"Weatherbug Forecast for Tonight:  							 								Showers and thunderstorms likely. Lows in the mid 60s. Southwe... {link}",2
4875,#WEATHER:  4:55 am : 59.0F. Feels F. 29.99% Humidity. 0.0MPH North Wind.,2
4876,Happy Mamma's Day everyone!!! I'm in sunny AZ today....it's perfect! I've been thawing out from the longest winter... {link},3
4877,@mention lmao its too hot outside for me. i am inside looking at tv sippin water. fuck all that hot shit.,1
4878,"RT @mention: I like summer break and all,  but it is way too hot outside.",1
4879,Free at last! And the weather couldn't be more perfect in KY.,3
4880,#WEATHER:  8:52 pm : 65.0F. Feels F. 30.01% Humidity. 10.4MPH North Wind.,2
4881,Damn it's super windy outside. This crazy weather is all over the world. Mother nature is trying to tell us something. Cmon Earth!!,1
4882,Sleeping during Thunderstorms is the BEST!,3
4883,Happy Sunday!  Was so nice & sunny here in Boston yesterday; cloudy/cool/ocean mist today.  Again.  No computer tomorrow but other work!,3
4884,Yo its hot as shit out..,1
4885,Looks like it's gonna get sunny soon :),3
4886,Another storm oh fucc us allllll!!!!!,1
4887,"Gardner WX 05/06/11 06:30 AM | 44F, 79&#x25; Humidity, Feels Like 44F | Alerts: NO CURRENT ADVISORIES | {link}",2
4888,@mention It's not raining anymore. It's supposed to be sunny today actually.,2
4889,Right! Shut this actual rain down! Hoping for sunshine for @mention #walkathon tomorrow,1
4890,Severe Thunderstorm Warning in effect until 4:30 this afternoon. {link},2
4891,RT @mention: Just posted a picture of this storm on my Facebook page: {link} #storm  ...,2
4892,this that chill relaxing weather,3
4893,Love this weather &lt;3,3
4894,From @mention:  Snow pack in Jackson Hole hits 169% of yearly average - {link},2
4895,OMG #WeatherForecast for tomm 80 degrees & Sunny &lt;=== #NeedThat #Philly #iMustSeeItToBelieveIt yo,3
4896,Someone tell the weather here NOT to rain. We need to put together a shed this afternoon so we can clear out the garage of the totes.,1
4897,Ready for sunshine this weekend!,3
4898,"perfect saturday afternoon thunderstorm. cleaning closets and reading. oh, happy day.",3
4899,severe thunderstorm watch NE OK/SW MO/SE KS until 1 pm.  Benton Co AR is not included but adjacent counties N & W all included.,2
4900,RT: @mention: i hate when the weather chanqes cause my sinuses act an axz !,1
4901,Weather Alert {link},2
4902,@ good day is it sunny there  too in Stratford,3
4903,RT @mention: RT @mention: WEATHER IS NICE SO I NEED ALL THE LADIES TO LEAVE THA LEGGINS @ HOME AN CRACK A FRESH BOX OF HEELS(OR GO C ...,3
4904,RT @mention: Tornado Warning issued for Baltimore/Harford counties until 3pm. Track the storm on: {link},2
4905,Fuck off thunderstorm... come back when i'm not trying to sleep..,1
4906,Put washing out AGAIN. Stupid weather,1
4907,"Wide awake sans alarm (love it when that happens). I peer out window hoping to see some Mtl sunshine. Guess, I'll just have to create my own",1
4908,House freezing...I don't even wanna step outside,1
4909,It Is to hot out here at #adventureisland,1
4910,"Beautiful day today.  Sun is up, birds are making noise and there is hope for better weather to come!",3
4911,When I think of California I picture warm beautiful weather. I swear it -25 degrees outside.,1
4912,"I can't study, I'm starving but I can't eat cause I'm so freaking fat, I cant breathe in this humidity",1
4913,...STRONG THUNDERSTORMS MAY AFFECT PARTS OF SOUTHERN NEW ENGLAND THIS AFTERNOON AND EVENING... THUNDERSTORMS WITH HAIL  {link},2
4914,@mention girl I've been wrapped in blankets since I got home last night...this is not the 90 degree Miami weather I was used to :(,1
4915,Its hot outside,2
4916,"Severe Thunderstorm Warning for  Bertie, Chowan, Hertford, Perquimans until 9:00pm.",2
4917,"Happy, happy rain day. Thank you, Bert, god of rain, for the lovely storm on a Thursday. Therefore allowing me to not water today!",3
4918,"Current Conditions: Fog, 64 FForecast: Tue - Mostly Sunny. High: 90 Low: 71 Wed - PM Thunderstorms. High: 93 Low: 71Full Forecast at ...",2
4919,"Fair and 54 F at Butler County Automatic Weather Observing / Report, PA {link}",2
4920,What a beautiful Saturday morning God has given us here in Central Mississippi. Light showers early and now sunshine. Thank you Lord.,3
4921,"Sitting n the car, letting it cool down before I pull off. Good Lawd its hot out here! I'm not ready for this heat.",1
4922,And its a little chilly out. Dis cardigan aint gonna do nuthin for me.,1
4923,"Gardner WX 05/08/11 2:00 PM | 84F, 54&#x25; Humidity, Feels Like 86F | Alerts: NO CURRENT ADVISORIES | {link}",2
4924,80 degree weather all week.. 88 on Wednesday..,2
4925,We still have a slight chance for some PM showers but otherwise we'll see mostly sunny skies. High this afternoon will reach the mid-60s,2
4926,"@mention. I just some cardio and abs , but felt good , now renting a rug cleaner , busy day , weather is good today !",3
4927,#WEATHER: 4:54 pm E: 71.0F. Feels F. 29.86% Humidity. 15.0MPH South Wind.,2
4928,RT @mention: Chance of severe storms increases each day through Friday... Another storm Sunday and Monday {link},2
4929,"Severe Thunderstorm Warning for Allamakee, Clayton, and Fayette County in IA until 5:15pm CDT. #iawx",2
4930,#WEATHER:  8:53 am : 51.0F. Feels 47F. 29.97% Humidity. 11.5MPH Southwest Wind.,2
4931,RT @mention: its so freakin hot outside!!!!,1
4932,@mention Have a fun trip too and good weekend. Sunny here! YEAH!,3
4933,@mention Yet one more great reason for a pool!!  Hope you are having a great day.  Lovin' this weather.,3
4934,RT @mention: SPC issues HIGH Risk of severe weather for Tuesday.  Several significant tornadoes possible. {link},2
4935,@mention its the best esp on a rainy day!,3
4936,Fuck its hot as hell outside.,1
4937,"I'm so tired of this rain and this cold. If you hadn't noticed, Mother Nature, it's farking MAY. LATE MAY. Where's the sunshine and warmth?",1
4938,"Gardner WX 05/12/11 5:30 PM | 75F, 64&#x25; Humidity, Feels Like 77F | Alerts: NO CURRENT ADVISORIES | {link}",2
4939,This storm is messing with my dish. #thinkingaboutswitchingbacktocomcast,1
4940,THis weather is unbearable,1
4941,"1St match in 15 minutes, windy. Too windy (@ Caldwell High School) {link}",1
4942,SEVERE THUNDERSTORM WARNING-A Severe Thunderstorm Warning has been issued for Crawford and Sequoyah Counties until 9:30pm.,2
4943,its cold outside .,2
4944,"i'm loving the socal weather, right @mention ??",3
4945,@ 6:00 PM-clear 80.9F Hum-46&#x25;  Wind-12.1 WNW Rain-0.00 #TinleyPark #weather,2
4946,Sunny Sunday! Come get that drank on! #maybecloudynow lol,3
4947,loving this summer weather :)))),3
4948,Trying to tell myself to not go play on the trampoline is hard when am sat looking at it in the sunshine,2
4949,@mention @mention this weather is whack.,1
4950,It's a little  windy today. 25 mph winds with 40 mph gusts.,2
4951,"Another rainy, dreary day. #rainraingoaway",1
4952,Ohhh new england weather. I need to move somewhere warmer. This lack of sunshine is depressing. Where is summer?????,1
4953,More showers possible Wednesday with a chance of thunderstorms in the afternoon/evening.---Doug Iverson,2
4954,"Current Conditions: Fair, 87 FForecast: Fri - Mostly Sunny. High: 87 Low: 70 Sat - Sunny. High: 90 Low: 71Full Forecast at Yahoo! Wea...",2
4955,"the weather is glorious, I have a cold Fat Tire in my hand, and @mention is en route to our apartment.  this weekend already rules.",3
4956,Awesome weather! Windows down and bass heavy hardcore rocking the streets. Hhhmm. Makes me want to ditch the day job. Lol.,3
4957,The weather is soo bipolar!!! Softball game Mid Pac against Castle! Congrats mid pac! #Owl4Lifee,1
4958,@mention yo stttajjjj why you hatin' on everything today. Be happy it's sunny :-),3
4959,sick of these rainy days,1
4960,Absolutely HATES this weather!,1
4961,CedarRapidsIAWX NOAA warning Alert Special Weather Statement  IAC113 Alert ...PATCHY FOG...LOCA... Read more at {link},2
4962,Damn its cold as a bitch out hur,1
4963,Its sunny in Washington!!!{link} {link},3
4964,This cloudy weather isn't helping my desire to stay in bed all day! Work to be done! And maybe a little shopping! (if I'm lucky),2
4965,"Itching to jog in this gorgeous weather, but I know my legs are tired & it would be a disaster.  Tomorrow: game on!",3
4966,"Severe Thunderstorm Warning for Clark, Floyd, Harrison, Scott and Washington County in IN until 4:45amEDT. #inwx",2
4967,"Gardner WX 05/08/11 09:30 AM | 75F, 63&#x25; Humidity, Feels Like 77F | Alerts: NO CURRENT ADVISORIES | {link}",2
4968,#weather Forecast for Sunday Night {link},2
4969,"RT @mention: Perfect weather for Tulip Time, the second best town festival in the world. A distant 2nd to Hobo Days!",3
4970,Shitty weather=shitty mood,1
4971,This storm is a little scary!,1
4972,#WEATHER:  12:51 pm: 85.0F. Feels F. 29.83% Humidity. 13.8MPH Southwest Wind.,2
4973,Its Hot as Devils' Piss out here!! WTF yo,1
4974,RT @mention: Severe Thunderstorm Warning for Garrard and Madison County in KY until 5:30pm EDT. #kywx,2
4975,Storm a lookin to roll in fast.,2
4976,"@mention yay! I'm enjoying the weather outside the coffeeshop. Happy, happy.",3
4977,"Isolated thunderstorms this afternoon, high 71 (22 C).  Low  56 (13 C) tonight.",2
4978,where's the warm weather at ?! i wanna start wearing my summer clothes.,1
4979,"Good grief, California. Couldn't we have rolled out better weather in Sacramento for #stc11? {link}",1
4980,...STRONG THUNDERSTORM TO AFFECT FREDERICK...MONTGOMERY AND LOUDOUN COUNTIES... AT 606 PM EDT...DOPPLER RADAR INDICATED {link},2
4981,So its actually beautifully hot outside! Lovely run. Now for some afternoon ice cream with a friend.,3
4982,i love this weather :),3
4983,The party must go on . Ugh this weather !,1
4984,"RT @mention: On this rainy day, Jane & Zoid ponder the greater questions in life. New Zoidland comic! Please share! {link}",2
4985,Its hot asa bitch outside,1
4986,"@mention: would love to see you do some of your ""magic"" in New England. Weather is getting warmer!!",3
4987,"uh man today was crazy,the weather was bad and the day started out really bad.but it was the best ending.",1
4988,RT @mention: Severe T'storm Warning for Erath Co until 10pm.  Large hail greater than golf balls in Stephenville and near Dublin arou ...,2
4989,RT @mention: The sun is shining... ~ the weather is sweet!,3
4990,So the weather is gettin pretty bad..Idk if im still gonna b able to come home today :-S,1
4991,#Los_Angeles Los Angeles regional weather forecast {link},2
4992,"Dear Boston,You're still chilly, and it's May.  Please rectify this.Love, Matt",1
4993,Sunny Saturday! Little laundry then off to Greenville for a double header roller derby bout...sweet!,3
4994,weather called for (and still is) 90% chance if rain. I planned accordingly and am pissed.,1
4995,This storm is terrible at my grandma's. #ineedmyboyfriend @mention,1
4996,"Fair and Windy and 81 F at Clovis Muni (awos), NM Winds are from the West at 38.0 gusting to 46.0 MPH (33 gusting to 40 {link}",2
4997,#WEATHER:  12:56 pm: 56.0F. Feels 54F. 29.69% Humidity. 6.9MPH West Wind.,2
